"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 20 2008","2454699","240883201","3.12","< 2.91e-8","-","-","-","84.55","1e-8","0","bin1.log"
"Sep 19 2008","2454729","243475201","8.64","2.30e-8","9.90e-9","-2.1","-","57.05","1e-8","0","bin2.log"
"Nov 18 2008","2454788","248659201","5.41","1.83e-8","1.01e-8","-2.1","-","22.98","1e-8","0","bin4.log"
"Dec 18 2008","2454819","251251201","8.03","2.03e-8","9.00e-9","-2.1","-","49.35","1e-8","0","bin5.log"
"Jan 17 2009","2454847","253843201","5.23","1.33e-8","8.34e-9","-2.1","-","80.52","1e-8","0","bin6.log"
"Feb 16 2009","2454877","256435201","5.94","1.70e-8","8.63e-9","-2.1","-","107.12","1e-8","0","bin7.log"
"Mar 18 2009","2454909","259027201","6.45","1.70e-8","9.22e-9","-2.1","-","125.27","1e-8","0","bin8.log"
"Apr 17 2009","2454939","261619201","31.02","3.74e-8","1.04e-8","-2.1","-","134.06","1e-8","0","bin9.log"
"May 17 2009","2454969","264211201","66.67","7.63e-8","1.36e-8","-2.1","-","135.34","1e-8","0","bin10.log"
"Jun 16 2009","2454998","266803201","316.43","1.83e-7","1.70e-8","-2.1","-","129.08","1e-8","0","bin11.log"
"Jul 16 2009","2455029","269395201","1033.53","3.47e-7","1.90e-8","-2.1","-","112.94","1e-8","0","bin12.log"
"Aug 15 2009","2455058","271987201","107.23","1.01e-7","1.48e-8","-2.1","-","89.15","1e-8","0","bin13.log"
"Sep 14 2009","2455088","274579201","252.35","1.53e-7","1.50e-8","-2.1","-","61.93","1e-8","0","bin14.log"
"Oct 14 2009","2455118","277171201","223.56","1.55e-7","1.70e-8","-2.1","-","34.59","1e-8","0","bin15.log"
"Nov 13 2009","2455148","279763201","258.78","1.48e-7","1.50e-8","-2.1","-","20.94","1e-8","0","bin16.log"
"Dec 13 2009","2455178","282355201","406.48","2.09e-7","1.80e-8","-2.1","-","43.94","1e-8","0","bin17.log"
"Jan 12 2010","2455207","284947201","428.83","2.60e-7","2.00e-8","-2.1","-","75.25","1e-8","0","bin18.log"
"Feb 11 2010","2455237","287539201","585.78","2.50e-7","1.70e-8","-2.1","-","103.01","1e-8","0","bin19.log"
"Mar 13 2010","2455269","290131201","378.35","2.44e-7","2.10e-8","-2.1","-","122.79","1e-8","0","bin20.log"
"Apr 12 2010","2455299","292723201","632.83","2.54e-7","1.70e-8","-2.1","-","133.13","1e-8","0","bin21.log"
"May 12 2010","2455329","295315201","3613.35","1.01e-6","3.30e-8","-2.1","-","135.59","1e-8","0","bin22.log"
"Jun 11 2010","2455359","297907201","619.67","2.58e-7","1.80e-8","-2.1","-","130.86","1e-8","0","bin23.log"
"Jul 11 2010","2455389","300499201","720.49","3.24e-7","2.10e-8","-2.1","-","116.44","1e-8","0","bin24.log"
"Aug 10 2010","2455419","303091201","619.91","2.68e-7","1.90e-8","-2.1","-","93.65","1e-8","0","bin25.log"
"Sep 09 2010","2455448","305683201","442.01","2.08e-7","1.70e-8","-2.1","-","66.79","1e-8","0","bin26.log"
"Oct 09 2010","2455478","308275201","262.11","2.25e-7","2.30e-8","-2.1","-","39.14","1e-8","0","bin27.log"
"Nov 08 2010","2455508","310867201","374.12","1.93e-7","1.60e-8","-2.1","-","20.45","1e-8","0","bin28.log"
"Dec 08 2010","2455538","313459201","258.12","2.03e-7","2.00e-8","-2.1","-","38.69","1e-8","0","bin29.log"
"Jan 07 2011","2455568","316051201","410.96","1.92e-7","1.50e-8","-2.1","-","69.85","1e-8","0","bin30.log"
"Feb 06 2011","2455597","318643201","231.92","1.94e-7","1.90e-8","-2.1","-","98.65","1e-8","0","bin31.log"
"Mar 08 2011","2455630","321235201","139.01","1.07e-7","1.39e-8","-2.1","-","120.01","1e-8","0","bin32.log"
"Apr 07 2011","2455659","323827201","345.32","2.89e-7","2.50e-8","-2.1","-","131.97","1e-8","0","bin33.log"
"May 07 2011","2455689","326419201","671.95","3.36e-7","2.20e-8","-2.1","-","135.64","1e-8","0","bin34.log"
