"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 06 2008","2454685","239716801","3.24","< 1.38e-7","-","-","-","96.20","1e-8","0","bin1.log"
"Aug 09 2008","2454688","239976001","0","< 6.33e-8","-","-","-","93.67","1e-8","0","bin2.log"
"Aug 12 2008","2454691","240235201","0","< 7.13e-8","-","-","-","91.10","1e-8","0","bin3.log"
"Aug 15 2008","2454694","240494401","2.66","< 1.41e-7","-","-","-","88.50","1e-8","0","bin4.log"
"Aug 18 2008","2454697","240753601","0","< 5.50e-8","-","-","-","85.87","1e-8","0","bin5.log"
"Aug 21 2008","2454700","241012801","0.54","< 8.03e-8","-","-","-","83.21","1e-8","0","bin6.log"
"Aug 24 2008","2454703","241272001","4.08","5.07e-8","3.81e-8","-2.1","-","80.53","1e-8","0","bin7.log"
"Aug 27 2008","2454706","241531201","0","< 8.56e-8","-","-","-","77.82","1e-8","0","bin8.log"
"Aug 30 2008","2454709","241790401","0","< 6.33e-8","-","-","-","75.09","1e-8","0","bin9.log"
"Sep 02 2008","2454712","242049601","0.12","< 7.98e-8","-","-","-","72.34","1e-8","0","bin10.log"
"Sep 05 2008","2454715","242308801","4.89","5.99e-8","3.86e-8","-2.1","-","69.58","1e-8","0","bin11.log"
"Sep 08 2008","2454718","242568001","2.13","< 1.02e-7","-","-","-","66.81","1e-8","0","bin12.log"
"Sep 11 2008","2454721","242827201","1.24","< 1.09e-7","-","-","-","64.03","1e-8","0","bin13.log"
"Sep 14 2008","2454724","243086401","0","< 8.83e-8","-","-","-","61.24","1e-8","0","bin14.log"
"Sep 17 2008","2454727","243345601","1.82","< 1.41e-7","-","-","-","58.45","1e-8","0","bin15.log"
"Sep 20 2008","2454730","243604801","0","< 5.54e-8","-","-","-","55.66","1e-8","0","bin16.log"
"Sep 23 2008","2454733","243864001","0.21","< 1.10e-7","-","-","-","52.87","1e-8","0","bin17.log"
"Sep 26 2008","2454736","244123201","1.05","< 9.02e-8","-","-","-","50.09","1e-8","0","bin18.log"
"Sep 29 2008","2454739","244382401","1.63","< 1.32e-7","-","-","-","47.32","1e-8","0","bin19.log"
"Oct 02 2008","2454742","244641601","0.44","< 8.66e-8","-","-","-","44.57","1e-8","0","bin20.log"
"Oct 05 2008","2454745","244900801","1.97","< 1.12e-7","-","-","-","41.84","1e-8","0","bin21.log"
"Oct 08 2008","2454748","245160001","3.73","< 1.41e-7","-","-","-","39.16","1e-8","0","bin22.log"
"Oct 11 2008","2454751","245419201","2.24","< 8.07e-8","-","-","-","36.53","1e-8","0","bin23.log"
"Oct 14 2008","2454754","245678401","6.81","5.80e-8","3.59e-8","-2.1","-","33.96","1e-8","0","bin24.log"
"Oct 20 2008","2454760","246196801","1.9","< 9.99e-8","-","-","-","29.13","1e-8","0","bin26.log"
"Oct 23 2008","2454763","246456001","0","< 7.55e-8","-","-","-","26.93","1e-8","0","bin27.log"
"Oct 26 2008","2454766","246715201","0.1","< 7.45e-8","-","-","-","24.94","1e-8","0","bin28.log"
"Oct 29 2008","2454769","246974401","0.7","< 8.88e-8","-","-","-","23.23","1e-8","0","bin29.log"
"Nov 01 2008","2454771","247233601","0","< 7.96e-8","-","-","-","21.86","1e-8","0","bin30.log"
"Nov 04 2008","2454774","247492801","0","< 5.46e-8","-","-","-","20.91","1e-8","0","bin31.log"
"Nov 07 2008","2454777","247752001","0","< 5.62e-8","-","-","-","20.45","1e-8","0","bin32.log"
"Nov 10 2008","2454780","248011201","1.72","< 1.29e-7","-","-","-","20.52","1e-8","0","bin33.log"
"Nov 13 2008","2454783","248270401","0","< 8.57e-8","-","-","-","21.14","1e-8","0","bin34.log"
"Nov 16 2008","2454786","248529601","0","< 1.03e-7","-","-","-","22.25","1e-8","0","bin35.log"
"Nov 19 2008","2454789","248788801","7.51","8.28e-8","4.58e-8","-2.1","-","23.80","1e-8","0","bin36.log"
"Nov 22 2008","2454792","249048001","0.18","< 1.07e-7","-","-","-","25.72","1e-8","0","bin37.log"
"Nov 25 2008","2454795","249307201","0","< 1.04e-7","-","-","-","27.94","1e-8","0","bin38.log"
"Nov 28 2008","2454798","249566401","4.95","4.83e-8","3.44e-8","-2.1","-","30.38","1e-8","0","bin39.log"
"Dec 01 2008","2454802","249825601","1.23","< 1.24e-7","-","-","-","33.02","1e-8","0","bin40.log"
"Dec 04 2008","2454805","250084801","0","< 6.10e-8","-","-","-","35.79","1e-8","0","bin41.log"
"Dec 07 2008","2454808","250344001","0","< 6.97e-8","-","-","-","38.68","1e-8","0","bin42.log"
