"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 06 2008","2454685","239716801","3423.28","4.24e-6","1.50e-7","-2.02","-","153.36","1e-8","0","bin1.log"
"Aug 09 2008","2454688","239976001","2026.61","2.91e-6","1.30e-7","-2.02","-","156.22","1e-8","0","bin2.log"
"Aug 12 2008","2454691","240235201","1649.63","2.52e-6","1.30e-7","-2.02","-","159.02","1e-8","0","bin3.log"
"Aug 15 2008","2454694","240494401","1673.84","2.50e-6","1.20e-7","-2.02","-","161.75","1e-8","0","bin4.log"
"Aug 18 2008","2454697","240753601","1859.23","2.62e-6","1.30e-7","-2.02","-","164.38","1e-8","0","bin5.log"
"Aug 21 2008","2454700","241012801","1752.57","2.74e-6","1.30e-7","-2.02","-","166.85","1e-8","0","bin6.log"
"Aug 24 2008","2454703","241272001","2276.4","3.52e-6","1.50e-7","-2.02","-","169.05","1e-8","0","bin7.log"
"Aug 27 2008","2454706","241531201","2278.68","3.72e-6","1.60e-7","-2.02","-","170.79","1e-8","0","bin8.log"
"Aug 30 2008","2454709","241790401","1407.51","2.70e-6","1.40e-7","-2.02","-","171.78","1e-8","0","bin9.log"
"Sep 02 2008","2454712","242049601","519.8","1.54e-6","1.30e-7","-2.02","-","171.75","1e-8","0","bin10.log"
"Sep 05 2008","2454715","242308801","945.9","2.34e-6","1.50e-7","-2.02","-","170.72","1e-8","0","bin11.log"
"Sep 08 2008","2454718","242568001","1968.45","4.05e-6","1.90e-7","-2.02","-","168.96","1e-8","0","bin12.log"
"Sep 11 2008","2454721","242827201","2061.72","4.40e-6","2.00e-7","-2.02","-","166.77","1e-8","0","bin13.log"
"Sep 14 2008","2454724","243086401","2103.26","4.21e-6","1.90e-7","-2.02","-","164.32","1e-8","0","bin14.log"
"Sep 17 2008","2454727","243345601","1851.9","3.35e-6","1.70e-7","-2.02","-","161.72","1e-8","0","bin15.log"
"Sep 20 2008","2454730","243604801","2146.38","3.86e-6","1.70e-7","-2.02","-","159.03","1e-8","0","bin16.log"
"Sep 23 2008","2454733","243864001","1395.4","2.45e-6","1.30e-7","-2.02","-","156.28","1e-8","0","bin17.log"
"Sep 26 2008","2454736","244123201","1147.87","2.01e-6","1.10e-7","-2.02","-","153.49","1e-8","0","bin18.log"
"Sep 29 2008","2454739","244382401","1590.92","2.69e-6","1.30e-7","-2.02","-","150.67","1e-8","0","bin19.log"
"Oct 02 2008","2454742","244641601","1753.46","2.56e-6","1.20e-7","-2.02","-","147.82","1e-8","0","bin20.log"
"Oct 05 2008","2454745","244900801","1640.21","2.47e-6","1.20e-7","-2.02","-","144.97","1e-8","0","bin21.log"
"Oct 08 2008","2454748","245160001","1184.74","2.04e-6","1.10e-7","-2.02","-","142.10","1e-8","0","bin22.log"
"Oct 11 2008","2454751","245419201","950.53","1.56e-6","1.00e-7","-2.02","-","139.23","1e-8","0","bin23.log"
"Oct 14 2008","2454754","245678401","759.22","1.38e-6","9.00e-8","-2.02","-","136.35","1e-8","0","bin24.log"
"Oct 17 2008","2454757","245937601","493.62","1.13e-6","9.00e-8","-2.02","-","133.47","1e-8","0","bin25.log"
"Oct 20 2008","2454760","246196801","412.15","1.02e-6","9.40e-8","-2.02","-","130.59","1e-8","0","bin26.log"
"Oct 23 2008","2454763","246456001","731.29","1.56e-6","1.10e-7","-2.02","-","127.71","1e-8","0","bin27.log"
"Oct 26 2008","2454766","246715201","468.82","1.35e-6","1.10e-7","-2.02","-","124.83","1e-8","0","bin28.log"
"Oct 29 2008","2454769","246974401","505.95","1.41e-6","1.30e-7","-2.02","-","121.96","1e-8","0","bin29.log"
"Nov 01 2008","2454771","247233601","447.59","1.26e-6","1.20e-7","-2.02","-","119.10","1e-8","0","bin30.log"
"Nov 04 2008","2454774","247492801","417.84","1.25e-6","1.20e-7","-2.02","-","116.24","1e-8","0","bin31.log"
"Nov 07 2008","2454777","247752001","281.25","1.03e-6","1.11e-7","-2.02","-","113.39","1e-8","0","bin32.log"
"Nov 10 2008","2454780","248011201","299.87","9.25e-7","9.60e-8","-2.02","-","110.55","1e-8","0","bin33.log"
"Nov 13 2008","2454783","248270401","450.47","1.23e-6","1.10e-7","-2.02","-","107.73","1e-8","0","bin34.log"
"Nov 16 2008","2454786","248529601","781.91","1.62e-6","1.10e-7","-2.02","-","104.91","1e-8","0","bin35.log"
"Nov 19 2008","2454789","248788801","599.38","1.25e-6","9.00e-8","-2.02","-","102.12","1e-8","0","bin36.log"
"Nov 22 2008","2454792","249048001","1064.1","1.72e-6","1.00e-7","-2.02","-","99.34","1e-8","0","bin37.log"
"Nov 25 2008","2454795","249307201","794.38","1.46e-6","1.00e-7","-2.02","-","96.57","1e-8","0","bin38.log"
"Nov 28 2008","2454798","249566401","742.84","1.51e-6","1.00e-7","-2.02","-","93.83","1e-8","0","bin39.log"
"Dec 01 2008","2454802","249825601","626.53","1.24e-6","9.00e-8","-2.02","-","91.10","1e-8","0","bin40.log"
"Dec 04 2008","2454805","250084801","619.76","1.23e-6","9.00e-8","-2.02","-","88.40","1e-8","0","bin41.log"
"Dec 07 2008","2454808","250344001","450.19","1.01e-6","8.40e-8","-2.02","-","85.72","1e-8","0","bin42.log"
"Dec 10 2008","2454811","250603201","236.57","6.53e-7","7.40e-8","-2.02","-","83.05","1e-8","0","bin43.log"
"Dec 13 2008","2454814","250862401","363.17","9.84e-7","9.40e-8","-2.02","-","80.42","1e-8","0","bin44.log"
"Dec 16 2008","2454817","251121601","154.18","6.50e-7","8.70e-8","-2.02","-","77.80","1e-8","0","bin45.log"
"Dec 19 2008","2454820","251380801","254.27","7.65e-7","9.30e-8","-2.02","-","75.21","1e-8","0","bin46.log"
"Dec 22 2008","2454823","251640001","338.71","1.05e-6","1.09e-7","-2.02","-","72.64","1e-8","0","bin47.log"
"Dec 25 2008","2454826","251899201","142.25","5.68e-7","8.80e-8","-2.02","-","70.09","1e-8","0","bin48.log"
"Dec 28 2008","2454829","252158401","153.96","6.60e-7","9.40e-8","-2.02","-","67.57","1e-8","0","bin49.log"
"Dec 31 2008","2454832","252417601","179.43","7.41e-7","9.40e-8","-2.02","-","65.06","1e-8","0","bin50.log"
"Jan 03 2009","2454834","252676801","221.8","7.32e-7","8.60e-8","-2.02","-","62.58","1e-8","0","bin51.log"
"Jan 06 2009","2454837","252936001","382.88","9.76e-7","9.30e-8","-2.02","-","60.11","1e-8","0","bin52.log"
"Jan 09 2009","2454840","253195201","422.43","9.97e-7","9.10e-8","-2.02","-","57.67","1e-8","0","bin53.log"
"Jan 12 2009","2454843","253454401","339.55","7.62e-7","7.60e-8","-2.02","-","55.24","1e-8","0","bin54.log"
"Jan 15 2009","2454846","253713601","257.73","6.75e-7","7.20e-8","-2.02","-","52.83","1e-8","0","bin55.log"
"Jan 18 2009","2454849","253972801","206.9","5.87e-7","6.80e-8","-2.02","-","50.45","1e-8","0","bin56.log"
"Jan 21 2009","2454852","254232001","108.56","4.04e-7","6.40e-8","-2.02","-","48.08","1e-8","0","bin57.log"
"Jan 24 2009","2454855","254491201","130.28","4.24e-7","6.20e-8","-2.02","-","45.74","1e-8","0","bin58.log"
"Jan 27 2009","2454858","254750401","132.27","4.57e-7","6.90e-8","-2.02","-","43.43","1e-8","0","bin59.log"
"Jan 30 2009","2454861","255009601","67.09","3.04e-7","5.50e-8","-2.02","-","41.14","1e-8","0","bin60.log"
"Feb 02 2009","2454864","255268801","51.01","3.15e-7","6.90e-8","-2.02","-","38.89","1e-8","0","bin61.log"
"Feb 05 2009","2454867","255528001","34.89","2.28e-7","5.80e-8","-2.02","-","36.69","1e-8","0","bin62.log"
"Feb 08 2009","2454870","255787201","87.87","3.79e-7","6.60e-8","-2.02","-","34.53","1e-8","0","bin63.log"
"Feb 11 2009","2454873","256046401","23.1","2.17e-7","6.80e-8","-2.02","-","32.45","1e-8","0","bin64.log"
"Feb 14 2009","2454876","256305601","11.04","1.10e-7","5.11e-8","-2.02","-","30.44","1e-8","0","bin65.log"
"Feb 17 2009","2454879","256564801","35.78","2.60e-7","6.70e-8","-2.02","-","28.54","1e-8","0","bin66.log"
"Feb 20 2009","2454882","256824001","30.41","2.00e-7","6.00e-8","-2.02","-","26.76","1e-8","0","bin67.log"
"Feb 23 2009","2454885","257083201","0.04","< 1.05e-7","-","-","-","25.15","1e-8","0","bin68.log"
"Feb 26 2009","2454888","257342401","7.11","8.58e-8","4.25e-8","-2.02","-","23.73","1e-8","0","bin69.log"
"Mar 01 2009","2454893","257601601","33.92","2.02e-7","5.40e-8","-2.02","-","22.56","1e-8","0","bin70.log"
"Mar 04 2009","2454896","257860801","22.38","1.16e-7","3.97e-8","-2.02","-","21.67","1e-8","0","bin71.log"
"Mar 07 2009","2454899","258120001","16.93","1.38e-7","4.53e-8","-2.02","-","21.11","1e-8","0","bin72.log"
"Mar 10 2009","2454902","258379201","5.49","8.40e-8","4.71e-8","-2.02","-","20.91","1e-8","0","bin73.log"
"Mar 16 2009","2454908","258897601","0.42","< 1.21e-7","-","-","-","21.65","1e-8","0","bin75.log"
"Mar 19 2009","2454911","259156801","10.66","6.69e-8","3.21e-8","-2.02","-","22.56","1e-8","0","bin76.log"
"Mar 22 2009","2454914","259416001","9.8","9.26e-8","3.97e-8","-2.02","-","23.79","1e-8","0","bin77.log"
"Mar 25 2009","2454917","259675201","8.71","9.64e-8","4.32e-8","-2.02","-","25.30","1e-8","0","bin78.log"
"Mar 28 2009","2454920","259934401","18.68","1.40e-7","4.72e-8","-2.02","-","27.05","1e-8","0","bin79.log"
"Mar 31 2009","2454923","260193601","9.94","1.03e-7","4.67e-8","-2.02","-","29.00","1e-8","0","bin80.log"
"Apr 03 2009","2454926","260452801","10.44","1.29e-7","5.36e-8","-2.02","-","31.11","1e-8","0","bin81.log"
"Apr 06 2009","2454929","260712001","5.23","5.12e-8","3.20e-8","-2.02","-","33.36","1e-8","0","bin82.log"
"Apr 09 2009","2454932","260971201","11.36","1.17e-7","5.21e-8","-2.02","-","35.73","1e-8","0","bin83.log"
"Apr 12 2009","2454935","261230401","34.27","2.91e-7","7.40e-8","-2.02","-","38.19","1e-8","0","bin84.log"
"Apr 15 2009","2454938","261489601","30.21","2.09e-7","6.10e-8","-2.02","-","40.74","1e-8","0","bin85.log"
"Apr 18 2009","2454941","261748801","56.04","2.85e-7","6.40e-8","-2.02","-","43.36","1e-8","0","bin86.log"
"Apr 21 2009","2454944","262008001","56.01","2.91e-7","6.60e-8","-2.02","-","46.04","1e-8","0","bin87.log"
"Apr 24 2009","2454947","262267201","374.5","9.54e-7","9.10e-8","-2.02","-","48.78","1e-8","0","bin88.log"
"Apr 27 2009","2454950","262526401","152.41","5.37e-7","7.20e-8","-2.02","-","51.56","1e-8","0","bin89.log"
