"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 20 2008","2454699","240883201","155.02","8.73e-8","1.15e-8","-2.05","-","171.38","1e-8","0","bin1.log"
"Sep 19 2008","2454729","243475201","146.01","1.18e-7","1.50e-8","-2.05","-","158.90","1e-8","0","bin2.log"
"Oct 19 2008","2454759","246067201","207.56","1.38e-7","1.40e-8","-2.05","-","129.42","1e-8","0","bin3.log"
"Nov 18 2008","2454788","248659201","107.25","8.84e-8","1.23e-8","-2.05","-","99.85","1e-8","0","bin4.log"
"Dec 18 2008","2454819","251251201","49.46","5.02e-8","1.08e-8","-2.05","-","71.34","1e-8","0","bin5.log"
"Jan 17 2009","2454847","253843201","66.54","6.23e-8","1.05e-8","-2.05","-","45.13","1e-8","0","bin6.log"
"Feb 16 2009","2454877","256435201","198.95","1.41e-7","1.50e-8","-2.05","-","23.19","1e-8","0","bin7.log"
"Mar 18 2009","2454909","259027201","128.38","9.85e-8","1.31e-8","-2.05","-","23.16","1e-8","0","bin8.log"
"Apr 17 2009","2454939","261619201","195.04","1.23e-7","1.40e-8","-2.05","-","47.03","1e-8","0","bin9.log"
"May 17 2009","2454969","264211201","226.98","1.40e-7","1.40e-8","-2.05","-","76.05","1e-8","0","bin10.log"
"Jun 16 2009","2454998","266803201","80.21","7.79e-8","1.26e-8","-2.05","-","106.51","1e-8","0","bin11.log"
"Jul 16 2009","2455029","269395201","79.35","7.66e-8","1.23e-8","-2.05","-","136.85","1e-8","0","bin12.log"
"Aug 15 2009","2455058","271987201","16.65","3.34e-8","1.02e-8","-2.05","-","166.37","1e-8","0","bin13.log"
"Sep 14 2009","2455088","274579201","8.2","2.30e-8","1.04e-8","-2.05","-","163.99","1e-8","0","bin14.log"
"Oct 14 2009","2455118","277171201","23.01","3.47e-8","1.08e-8","-2.05","-","134.60","1e-8","0","bin15.log"
"Nov 13 2009","2455148","279763201","10.45","2.75e-8","1.06e-8","-2.05","-","104.99","1e-8","0","bin16.log"
"Dec 13 2009","2455178","282355201","48.12","6.08e-8","1.30e-8","-2.05","-","76.18","1e-8","0","bin17.log"
"Jan 12 2010","2455207","284947201","60.46","7.36e-8","1.42e-8","-2.05","-","49.51","1e-8","0","bin18.log"
"Feb 11 2010","2455237","287539201","15.96","3.92e-8","1.26e-8","-2.05","-","26.35","1e-8","0","bin19.log"
"Mar 13 2010","2455269","290131201","7.47","1.99e-8","9.30e-9","-2.05","-","20.54","1e-8","0","bin20.log"
"Apr 12 2010","2455299","292723201","3.59","< 3.21e-8","-","-","-","42.29","1e-8","0","bin21.log"
"May 12 2010","2455329","295315201","15.59","3.39e-8","1.13e-8","-2.05","-","70.82","1e-8","0","bin22.log"
"Jun 11 2010","2455359","297907201","63.72","6.50e-8","1.26e-8","-2.05","-","101.16","1e-8","0","bin23.log"
"Jul 11 2010","2455389","300499201","55.5","6.82e-8","1.39e-8","-2.05","-","131.60","1e-8","0","bin24.log"
"Aug 10 2010","2455419","303091201","35.9","5.42e-8","1.30e-8","-2.05","-","161.28","1e-8","0","bin25.log"
"Sep 09 2010","2455448","305683201","96.08","1.06e-7","1.61e-8","-2.05","-","169.04","1e-8","0","bin26.log"
"Oct 09 2010","2455478","308275201","126.35","1.16e-7","1.60e-8","-2.05","-","139.77","1e-8","0","bin27.log"
"Nov 08 2010","2455508","310867201","48.65","5.44e-8","1.33e-8","-2.05","-","110.14","1e-8","0","bin28.log"
"Dec 08 2010","2455538","313459201","34.48","4.55e-8","1.20e-8","-2.05","-","81.09","1e-8","0","bin29.log"
"Jan 07 2011","2455568","316051201","64.28","8.19e-8","1.57e-8","-2.05","-","53.98","1e-8","0","bin30.log"
"Feb 06 2011","2455597","318643201","32.19","5.14e-8","1.30e-8","-2.05","-","29.92","1e-8","0","bin31.log"
"Mar 08 2011","2455630","321235201","116.59","1.02e-7","1.56e-8","-2.05","-","18.91","1e-8","0","bin32.log"
"Apr 07 2011","2455659","323827201","33.73","5.33e-8","1.21e-8","-2.05","-","37.70","1e-8","0","bin33.log"
"May 07 2011","2455689","326419201","955.74","3.89e-7","2.20e-8","-2.05","-","65.65","1e-8","0","bin34.log"
"Jun 06 2011","2455719","329011201","2070.18","6.58e-7","2.70e-8","-2.05","-","95.81","1e-8","0","bin35.log"
"Jul 06 2011","2455749","331603201","227.8","1.80e-7","1.70e-8","-2.05","-","126.33","1e-8","0","bin36.log"
"Aug 05 2011","2455779","334195201","350.41","2.37e-7","2.00e-8","-2.05","-","156.16","1e-8","0","bin37.log"
"Sep 04 2011","2455808","336787201","341.04","2.65e-7","2.30e-8","-2.05","-","173.96","1e-8","0","bin38.log"
"Oct 04 2011","2455839","339379201","162.69","1.38e-7","1.70e-8","-2.05","-","144.93","1e-8","0","bin39.log"
"Nov 03 2011","2455868","341971201","183.19","1.48e-7","1.80e-8","-2.05","-","115.31","1e-8","0","bin40.log"
"Dec 03 2011","2455899","344563201","234.57","1.78e-7","1.80e-8","-2.05","-","86.07","1e-8","0","bin41.log"
"Jan 02 2012","2455928","347155201","74.19","9.35e-8","1.53e-8","-2.05","-","58.54","1e-8","0","bin42.log"
"Feb 01 2012","2455958","349747201","103.51","1.10e-7","1.59e-8","-2.05","-","33.78","1e-8","0","bin43.log"
"Mar 02 2012","2455989","352339201","67.4","8.49e-8","1.42e-8","-2.05","-","18.49","1e-8","0","bin44.log"
"Apr 01 2012","2456019","354931201","133.14","1.25e-7","1.60e-8","-2.05","-","33.32","1e-8","0","bin45.log"
"May 01 2012","2456048","357523201","1019.75","4.33e-7","2.40e-8","-2.05","-","60.54","1e-8","0","bin46.log"
"May 31 2012","2456079","360115201","1587.03","5.54e-7","2.50e-8","-2.05","-","90.47","1e-8","0","bin47.log"
"Jun 30 2012","2456108","362707201","437.28","2.66e-7","2.10e-8","-2.05","-","121.03","1e-8","0","bin48.log"
"Jul 30 2012","2456139","365299201","771.66","3.95e-7","2.30e-8","-2.05","-","151.01","1e-8","0","bin49.log"
"Aug 29 2012","2456168","367891201","514.89","3.06e-7","2.20e-8","-2.05","-","177.71","1e-8","0","bin50.log"
"Sep 28 2012","2456197","370483201","11044.74","2.23e-6","4.00e-8","-2.05","-","150.07","1e-8","0","bin51.log"
"Oct 28 2012","2456228","373075201","2308.09","8.17e-7","3.10e-8","-2.05","-","120.49","1e-8","0","bin52.log"
"Nov 27 2012","2456257","375667201","1574.69","5.98e-7","2.70e-8","-2.05","-","91.09","1e-8","0","bin53.log"
"Dec 27 2012","2456288","378259201","1537.66","6.11e-7","2.80e-8","-2.05","-","63.18","1e-8","0","bin54.log"
"Jan 26 2013","2456317","380851201","1039.11","4.83e-7","2.60e-8","-2.05","-","37.83","1e-8","0","bin55.log"
"Feb 25 2013","2456347","383443201","296.23","2.45e-7","2.20e-8","-2.05","-","19.34","1e-8","0","bin56.log"
"Mar 27 2013","2456379","386035201","3029.21","9.22e-7","3.20e-8","-2.05","-","29.22","1e-8","0","bin57.log"
"Apr 26 2013","2456409","388627201","1249.96","4.79e-7","2.40e-8","-2.05","-","55.50","1e-8","0","bin58.log"
"May 26 2013","2456439","391219201","880.48","4.26e-7","2.40e-8","-2.05","-","85.15","1e-8","0","bin59.log"
"Jun 25 2013","2456468","393811201","1677.67","6.45e-7","2.90e-8","-2.05","-","115.71","1e-8","0","bin60.log"
"Jul 25 2013","2456499","396403201","229.45","1.80e-7","1.80e-8","-2.05","-","145.83","1e-8","0","bin61.log"
"Aug 24 2013","2456528","398995201","872.91","3.20e-7","1.80e-8","-2.05","-","174.87","1e-8","0","bin62.log"
"Sep 23 2013","2456558","401587201","270.18","1.96e-7","1.90e-8","-2.05","-","155.20","1e-8","0","bin63.log"
"Oct 23 2013","2456588","404179201","661.5","4.04e-7","2.70e-8","-2.05","-","125.68","1e-8","0","bin64.log"
"Nov 22 2013","2456618","406771201","691.54","3.87e-7","2.50e-8","-2.05","-","96.17","1e-8","0","bin65.log"
"Dec 22 2013","2456648","409363201","510.1","6.62e-7","5.20e-8","-2.05","-","67.89","1e-8","0","bin66.log"
"Jan 21 2014","2456677","411955201","2167.74","8.04e-7","3.10e-8","-2.05","-","42.03","1e-8","0","bin67.log"
